OBS_ID EXTENSION START END MIDTIME EXP_TIME FILTER PA HELIO HELIO_V OBS_DIS PHASE RA DEC PX PY
00012142001 2 2019-11-01T22:17:41.000 2019-11-01T22:21:01.000 2019-11-01T22:19:21.000 196.622197393052 UVW1 110.003064432205 2.16523751467 -14.3913682 2.41385562159854 24.265 156.17975 7.29982 435.12978605158526 791.8353531340799
00012142001 3 2019-11-01T22:21:04.000 2019-11-01T22:24:24.000 2019-11-01T22:22:44.000 196.62217768176 UVW1 110.003064432205 2.165217984642 -14.3905881 2.41381635630324 24.2652 156.18057 7.29835 432.56104558673474 786.1980171649709
00012142001 4 2019-11-01T22:24:26.000 2019-11-01T22:26:35.000 2019-11-01T22:25:30.500 126.408514485518 UVW1 110.003064432205 2.16520196704 -14.3899482 2.41378578721541 24.2654 156.18124 7.29713 430.3740374734998 781.4679579751863
00012144001 1 2019-11-01T23:40:32.000 2019-11-01T23:42:56.000 2019-11-01T23:41:44.000 141.057192984935 U 109.963841152222 2.16476226662 -14.3723656 2.41294702472995 24.2754 156.20613 7.26574 390.4647316941927 734.5918230812623
00012148001 1 2019-11-02T01:17:38.000 2019-11-02T01:18:55.000 2019-11-02T01:18:16.500 76.2295205373389 UVW2 110.017627056943 2.164206140902 -14.3500795 2.41185436455833 24.2872 156.23612 7.22567 423.3136602201881 852.3536535666481
00012149001 1 2019-11-02T01:19:18.000 2019-11-02T01:22:38.000 2019-11-02T01:20:58.000 196.622236698307 V 110.003972580262 2.164190647697 -14.3494578 2.41181766427056 24.2876 156.23683 7.22455 462.7640679218611 798.0816580890587
00012149001 2 2019-11-02T01:22:41.000 2019-11-02T01:25:55.000 2019-11-02T01:24:18.000 191.605390461395 V 110.003972580262 2.164171462058 -14.348688 2.41177350881322 24.2879 156.23769 7.22315 460.8982656025038 791.8919917223747
00012150001 1 2019-11-02T01:26:19.000 2019-11-02T01:29:39.000 2019-11-02T01:27:59.000 196.633082954064 UVW1 110.004161942547 2.164150263219 -14.3478372 2.4117267287814 24.2882 156.2386 7.22158 443.1818094840771 797.9534675672269
00012150001 2 2019-11-02T01:29:42.000 2019-11-02T01:33:01.000 2019-11-02T01:31:21.500 196.622216987015 UVW1 110.004161942547 2.164130840149 -14.3470577 2.41168597110623 24.2885 156.23942 7.22012 441.94473966659945 791.1421047308556
00012150001 3 2019-11-02T01:33:04.000 2019-11-02T01:36:24.000 2019-11-02T01:34:44.000 196.633063242772 UVW1 110.004161942547 2.164111418237 -14.3462782 2.41164736689965 24.2887 156.24023 7.21864 438.7008869340647 785.4548088889724
00012150001 4 2019-11-02T01:36:27.000 2019-11-02T01:37:46.000 2019-11-02T01:37:06.500 77.4565773279118 UVW1 110.004161942547 2.16409775166 -14.3457296 2.41162151098527 24.2888 156.24081 7.2176 436.7120778324416 781.4835867210713
